date,weighted_avg_sentiment_score,daywise_median_positive_score,daywise_median_negative_score,daywise_positive_tweet_count,daywise_negative_tweet_count,daywise_avg_replyCount,daywise_avg_retweetCount,daywise_avg_likeCount,daywise_avg_quoteCount,company
2022-11-15,0.34161929595827906,0.4019,0.25,19,6,19,18,57,1,5
2022-11-16,0.30386351351351354,0.4404,0.4767,9,2,5,6,29,1,5
2022-11-17,0.6163877934272302,0.6705,0.4588,18,2,8,9,39,1,5
2022-11-18,0.20347760141093474,0.5106,0.1779,7,2,7,6,48,1,5
2022-11-19,0.4019248888888889,0.296,0.0,11,0,4,5,21,1,5
2022-11-20,0.4426022504327755,0.3535,0.0232,7,1,9,40,193,1,5
2022-11-21,0.16625108695652174,0.5267,0.3612,20,2,3,6,32,1,5
2022-11-22,0.09886292481977342,0.4767,0.1779,11,3,11,10,108,1,5
2022-11-23,0.1384392801251956,0.296,0.4019,6,3,8,9,59,2,5
2022-11-24,0.2552952492944497,0.4404,0.7506,13,2,8,8,119,1,5
2022-11-25,0.3040099337748344,0.5267,0.7579,19,3,5,11,45,1,5
